structure_number,latitude,longitude,year_built,hwb_class,material,design_era,gmpe_model,sa1s_used,obs,replacement_cost_usd,vs30,nehrp_class,p_none,p_slight,p_moderate,p_extensive,p_complete,predicted_ds,repair_cost_usd
53 0888,34.03833333,-118.2716667,1953,HWB3,other,conventional,ASK14,0.209628369929836,none,7212452.247000001,297.3490845900886,CD,1.0,2.469606300663e-25,1.1779063940693119e-30,2.1124458901319057e-35,1.8203471321549938e-45,none,5.3436432222845924e-20
53 0889,34.03333333,-118.2733333,1954,HWB3,other,conventional,ASK14,0.203724808376396,none,12929119.5033,298.3739234289551,CD,1.0,5.512001794187006e-26,2.2445768964554314e-31,3.5370386781138705e-36,2.3799776135676226e-46,none,2.137983114449047e-20
53 0891,34.03,-118.2716667,1954,HWB8,other,conventional,ASK14,0.202165570593186,none,29968251.1128,299.2332989053676,CD,0.99999999991259,8.739900154714072e-11,1.0981671040262897e-14,2.7643064833584564e-18,3.669741065360674e-26,none,7.86022055895699e-05
53 0893,34.025,-118.275,1956,HWB5,other,conventional,ASK14,0.196517028566255,none,5380805.430000001,303.3864440917969,CD,0.9999993550448113,6.449208833779864e-07,3.4301681400252776e-11,3.619482817027336e-15,8.480322791897004e-24,none,0.10412058425883618
53 0894,34.02333333,-118.275,1956,HWB6,other,conventional,ASK14,0.195826888417791,none,3628915.29,302.7288574218755,CD,0.9999999960481709,3.951829081680849e-09,4.228411685440088e-17,1.276603915008242e-20,9.928392431372957e-30,none,0.0004302256016265687
53 0895,34.02333333,-118.275,1956,HWB5,other,conventional,ASK14,0.196015929593022,none,2010178.17,302.7288574218755,CD,0.9999993952287839,6.047397136547828e-07,3.149920734457213e-11,3.2717973045558395e-15,7.455050585015825e-24,none,0.03647410429336886
53 0896,34.02333333,-118.275,1956,HWB6,other,conventional,ASK14,0.197105145737047,none,4488283.8,302.7288574218755,CD,0.999999995209062,4.790937907882943e-09,5.561731014252554e-17,1.7290835009651398e-20,1.4355553933931319e-29,none,0.0006450926899522104
53 0897,34.02,-118.2766667,1956,HWB4,other,conventional,ASK14,0.196019431523109,none,5871660.795000001,302.906118715288,CD,1.0,7.051551978762734e-27,2.319634948634032e-32,3.069719116843102e-37,1.4791244578654513e-47,none,1.2421405354664526e-21
53 0898,34.01833333,-118.2783333,1956,HWB5,other,conventional,ASK14,0.196358076738916,none,9219558.348,303.2153355147919,CD,0.9999993680504472,6.319161612265598e-07,3.338808407331427e-11,3.505528255316611e-15,8.141117059658621e-24,none,0.17480427153516828
53 0899,34.01666667,-118.2783333,1956,HWB6,other,conventional,ASK14,0.194685955627568,none,5058193.140000001,302.0322072253402,CD,0.9999999966786443,3.3213557076184675e-09,3.302840724879765e-17,9.712601193254227e-21,7.123080600884463e-30,none,0.0005040017730506744
53 0901,34.01333333,-118.2783333,1956,HWB4,other,conventional,ASK14,0.193348271702402,none,7031492.968499999,298.9934777596695,CD,1.0,3.362252204525338e-27,1.0251197535628351e-32,1.2748712445378984e-37,5.454534179847283e-48,none,7.092553487552835e-22
53 0902,34.01166667,-118.2783333,1956,HWB3,other,conventional,ASK14,0.195898529556246,none,6700033.840500001,297.4741130268276,CD,1.0,6.821258114648667e-27,2.2362275726803137e-32,2.9510835376863667e-37,1.414381912595646e-47,none,1.3710917928225777e-21
53 0904,34.00666667,-118.2783333,1993,HWB6,other,seismic,ASK14,0.193438886688357,none,11037018.993,293.0196452582285,CD,0.9999999972591456,2.7408544513138216e-09,2.5146250360706578e-17,7.183713949305683e-21,4.93908729699389e-30,none,0.0009075259013089703
53 0905,34.00833333,-118.2783333,1993,HWB6,other,seismic,ASK14,0.194730768812658,none,10052561.26875,294.4353835611569,CD,0.9999999966557761,3.3442239139504836e-09,3.33518930702652e-17,9.817901597748751e-21,7.216972031098484e-30,none,0.0010085405005886144
53 0906,34.00333333,-118.2783333,1993,HWB6,other,seismic,ASK14,0.196117040448169,none,12660940.54225,290.1881686523657,CD,0.9999999958707919,4.129208079098619e-09,4.50095249503244e-17,1.3679795928117806e-20,1.0798439610250539e-29,none,0.001568389784913712
53 0907,34.0,-118.2783333,1956,HWB28,other,conventional,ASK14,0.193630164601267,none,4635671.04,287.356692046509,CD,1.0,3.6381480759777704e-27,1.118221488791012e-32,1.3998619393938764e-37,6.065369009205675e-48,none,5.059618773790661e-22
53 0908,33.99833333,-118.2783333,1956,HWB28,other,conventional,ASK14,0.194493067209222,none,4936256.325000001,286.0171847335953,CD,1.0,4.62671686072758e-27,1.4575117173891707e-32,1.8617247719534072e-37,8.38329538469895e-48,none,6.851655669834158e-22
53 0909,33.99666667,-118.2783333,1956,HWB5,other,conventional,ASK14,0.193691319056797,none,4615310.700000001,284.6776774206816,CD,0.9999995531756474,4.468032440243849e-07,2.1106516098550228e-11,2.0366507529093785e-15,4.074064943584388e-24,none,0.061871869188524824
53 0910,33.99333333,-118.2783333,1993,HWB6,other,seismic,ASK14,0.193753539179678,none,9040372.341,281.9986627948484,CD,0.9999999971224143,2.8775856848061824e-09,2.694414862282169e-17,7.753898241593847e-21,5.4188663918036076e-30,none,0.0007804334005177161
53 0911,33.98833333,-118.2783333,1956,HWB8,other,conventional,ASK14,0.194284159815899,none,8207018.820000001,277.6879292999551,CD,0.9999999999766037,2.3393935433256977e-11,2.2998957415212904e-15,4.754961232802427e-19,4.365792288810647e-27,none,5.761345049850367e-06
53 0912,33.98666667,-118.2783333,1956,HWB3,other,conventional,ASK14,0.194739157729198,none,4343509.170000001,276.202316208959,CD,1.0,4.953598516129828e-27,1.5714491659198696e-32,2.0187888291732694e-37,9.190665727677269e-48,none,6.454854780815547e-22
53 0914,33.98333333,-118.2783333,1956,HWB3,other,conventional,ASK14,0.195117042957734,none,6947290.350000001,273.2310900269795,CD,1.0,5.499718166783875e-27,1.7635230681519774e-32,2.285518210088462e-37,1.0581161221935827e-47,none,1.1462539701969078e-21
53 0916,33.97833333,-118.2783333,1956,HWB3,other,conventional,ASK14,0.194860145504795,none,5841886.05,269.0390210061273,D,1.0,5.122439397863988e-27,1.6306085829381886e-32,2.1006896455557557e-37,9.615112807010923e-48,none,8.977488387809876e-22
53 0918,33.975,-118.2783333,1956,HWB15,other,conventional,ASK14,0.196093833487155,none,11902004.6145,266.2443083255633,D,1.0,0.0,0.0,2.201301076366045e-25,7.415480876150239e-35,none,6.5499739010290305e-19
53 0920,33.97166667,-118.2783333,1956,HWB15,other,conventional,ASK14,0.196332576861546,none,5190805.620000001,264.6759553982206,D,1.0,0.0,0.0,2.3456096212259688e-25,7.993502187475675e-35,none,3.0439009051957296e-19
53 0922,33.96833333,-118.2783333,1956,HWB3,other,conventional,ASK14,0.193687151879326,none,6995038.05,263.1076024708746,D,1.0,3.6965408643539505e-27,1.1380217024149678e-32,1.426549100662485e-37,6.196775232630084e-48,none,7.757296886396304e-22
53 0924,33.965,-118.2783333,1956,HWB3,other,conventional,ASK14,0.19317131004644,none,3638915.28,261.8560417740979,D,1.0,3.1995740523235256e-27,9.705875388567231e-33,1.2020577782182869e-37,5.102370874086874e-48,none,3.492921928727631e-22
53 0926,33.96,-118.2783333,1956,HWB8,other,conventional,ASK14,0.193486025732371,none,12576860.54625,260.4538890747801,D,0.999999999979633,2.0365120708331577e-11,1.951890079534497e-15,3.954053605476954e-19,3.4944422539340476e-27,none,7.685843629873145e-06
53 0928,33.95666667,-118.2783333,1956,HWB3,other,conventional,ASK14,0.187615409382505,none,3692428.74,265.6120546028482,D,1.0,6.5150994909114695e-28,1.6814511053478758e-33,1.8246015665833576e-38,6.014835209804137e-49,none,7.217011852051657e-23
53 0930,33.95333333,-118.2783333,1958,HWB3,other,conventional,ASK14,0.181558793022896,none,7907199.3,276.8631541252191,CD,1.0,1.061179036227807e-28,2.283623997817515e-34,2.1357410552466238e-39,5.298312959903714e-50,none,2.5173006858088117e-23
53 0932,33.94833333,-118.2783333,1958,HWB3,other,conventional,ASK14,0.172043072039298,none,5753372.625,295.6505731123339,CD,1.0,5.101251633811303e-30,8.14692993940476e-36,5.970107727502044e-41,9.28934402669226e-52,none,8.804857949679602e-25
53 0934,33.945,-118.2783333,1958,HWB3,other,conventional,ASK14,0.162230193674969,none,10709232.534,310.7232120418375,CD,1.0,1.7144302662107331e-31,1.977424804494254e-37,1.1104367056702345e-42,1.0386109101312272e-53,none,5.508086656912417e-26
53 0936,33.94,-118.2783333,1958,HWB3,other,conventional,ASK14,0.150919351637615,none,6771885.12,326.6368413182579,CD,1.0,2.3428636302263968e-33,1.8102583773674835e-39,7.325672531496937e-45,3.662159421059854e-56,none,4.759690813929232e-28
53 0938,33.93666667,-118.2783333,1958,HWB3,other,conventional,ASK14,0.150374992775909,none,10815169.365,328.3188220121593,CD,1.0,1.8838725732335903e-33,1.4267381592814204e-39,5.679837893920129e-45,2.7518256278699443e-56,none,6.11233262696533e-28
53 0939,34.03166667,-118.435,1963,HWB28,other,conventional,ASK14,0.241270049387295,none,9025072.056000002,281.9850939941388,CD,1.0,2.9512662838277204e-22,3.0630704104506386e-27,1.0378187562089608e-31,3.0200443839428395e-41,none,7.990838439261866e-17
53 0941,33.93166667,-118.2966667,1989,HWB5,other,seismic,ASK14,0.150553233859744,none,33581584.53650001,332.5671285450437,CD,0.9999999996659511,3.3404695830379724e-10,1.9857038892696923e-15,4.0290683380093417e-20,5.131397745829708e-30,none,0.0003365401200680878
53 0944,33.92333333,-118.28,1988,HWB4,other,seismic,ASK14,0.150389563616021,none,14555110.57,322.5467700195325,CD,1.0,1.8949272210017125e-33,1.4358814806227916e-39,5.718749177174122e-45,2.773006072347793e-56,none,8.274279286873891e-28
53 0945,34.145,-118.755,1964,HWB3,other,conventional,ASK14,0.156398631956068,none,8901442.55,442.2790734862829,C,1.0,1.9804943782538728e-32,1.8647899728229084e-38,8.87062866054811e-44,6.040962196193877e-55,none,5.288790358241498e-27
53 0947,33.91666667,-118.2833333,1988,HWB6,other,seismic,ASK14,0.150319311989394,none,33630732.135,317.6971932028799,CD,0.9999999999993431,6.569057058981495e-13,2.5311326478702155e-22,2.3180500296665422e-26,1.2621178667785968e-36,none,6.627665956715982e-07
53 0949,33.91,-118.285,1993,HWB6,other,seismic,ASK14,0.146292303525548,none,13029866.85,318.1252453613267,CD,0.9999999999997561,2.439598545547278e-13,6.676064258472832e-23,5.40831660479565e-27,2.2405067376153225e-37,none,9.536293271741226e-08
53 0950,33.90166667,-118.285,1960,HWB5,other,conventional,ASK14,0.147723566562994,none,6462335.88,313.7908190917967,CD,0.9999999998175343,1.8246480985380483e-10,9.273224872954614e-16,1.672664569732558e-20,1.7307954235433816e-30,none,3.5374946067242474e-05
53 0952,33.89666667,-118.285,1960,HWB6,other,conventional,ASK14,0.147035772846197,none,3522519.0,308.4871948242237,CD,0.9999999999997061,2.939143775761599e-13,8.573724147339251e-23,7.106496803511158e-27,3.098120673076789e-37,none,3.105956940572306e-08
53 0954,33.89333333,-118.285,1960,HWB3,other,conventional,ASK14,0.149355573153568,none,10971101.6415,304.1999267578122,CD,1.0,1.248555151595783e-33,9.105861738005979e-40,3.5149418474415534e-45,1.6054326878805048e-56,none,4.1094156341559115e-28
53 0955,33.885,-118.285,1960,HWB3,other,conventional,ASK14,0.150918360633709,none,11434835.412,294.7216296386733,CD,1.0,2.3419361799438258e-33,1.809475887386214e-39,7.322287982045313e-45,3.6602590886407932e-56,none,8.0339129819761855e-28
53 0956,33.88166667,-118.2833333,1960,HWB3,other,conventional,ASK14,0.150538661428416,none,9239179.950000001,293.581978941288,CD,1.0,2.0117489069228315e-33,1.5328013026530305e-39,6.13224558458212e-45,2.9991635525659394e-56,none,5.576084379186045e-28
53 0957,33.88166667,-118.2833333,1960,HWB3,other,conventional,ASK14,0.147252466335866,none,9191432.25,293.581978941288,CD,1.0,5.276773178903776e-34,3.5573975714490328e-40,1.2876669552210858e-45,5.20094598511343e-57,none,1.4550357110112256e-28
53 0958,33.87333333,-118.2833333,1960,HWB7,other,conventional,ASK14,0.152198364386707,none,21488717.25,286.055346884722,CD,1.0,4.6291544725258895e-22,3.893640604703274e-33,5.406996858351453e-42,7.129437453818389e-56,none,2.9842377470673873e-16
53 0959,33.87,-118.2833333,1960,HWB3,other,conventional,ASK14,0.153448646120763,none,14298814.53,280.9407320323216,CD,1.0,6.36048957706701e-33,5.388922721355866e-39,2.3514443168065596e-44,1.3576832902202048e-55,none,2.7284299879749574e-27
53 0960,33.86,-118.2833333,1960,HWB4,other,conventional,ASK14,0.170502618775095,none,12311663.364,240.4541789767466,D,1.0,3.050801750474169e-30,4.635414223333249e-36,3.2611853156697387e-41,4.6938425115624254e-52,none,1.1268178899373311e-24
53 0961,33.845,-118.2833333,1962,HWB5,other,conventional,ASK14,0.155644029475129,none,8064181.125,258.1900735594571,D,0.9999999990561683,9.43824281651667e-10,7.382422451453797e-15,1.840929455205231e-19,3.3737359521049963e-29,none,0.00022833986174884463
53 0962,33.84166667,-118.2866667,1962,HWB3,other,conventional,ASK14,0.151674076187845,none,4392428.04,265.8879710804426,D,1.0,3.164042830177198e-33,2.513315923554916e-39,1.0403427868351636e-44,5.430593615134045e-56,none,4.169357965871095e-28
53 0963,33.83166667,-118.2866667,1962,HWB28,other,conventional,ASK14,0.150682365253732,none,8868549.689999998,262.2142199793088,D,1.0,2.1309866447138378e-33,1.632263522739682e-39,6.55847325552649e-45,3.234265909981323e-56,none,5.66963986500485e-28
53 0964,33.82333333,-118.2883333,1962,HWB5,other,conventional,ASK14,0.148170902471897,none,8868549.689999998,259.6663986502476,D,0.9999999997989572,2.0104184449227037e-10,1.0475751927853279e-15,1.9253478046960953e-20,2.0593019439685305e-30,none,5.3489230909968266e-05
53 0965,33.81833333,-118.2883333,1962,HWB5,other,conventional,ASK14,0.147363171629994,none,5062247.19,259.9795692388589,D,0.9999999998313083,1.6869093023134098e-10,8.401948426685608e-16,1.4927157923840776e-20,1.5038402614633717e-30,none,2.561899590707251e-05
53 0966,33.80833333,-118.2883333,1962,HWB28,other,conventional,ASK14,0.144579285816898,none,7119087.4755,265.190259824472,D,1.0,1.7216433444797822e-34,1.0485447906244367e-40,3.4928424848906027e-46,1.2035786083229813e-57,none,3.6769648430970183e-29
53 0967,33.80333333,-118.2883333,1962,HWB28,other,conventional,ASK14,0.13983099153744,none,7720127.415000002,268.9948797670722,D,1.0,2.187770788419803e-35,1.1071758091238028e-41,3.16985641456326e-47,8.176873975406932e-59,none,5.0669676105166e-30
53 0979,34.48833333,-118.1366667,1965,HWB28,other,conventional,ASK14,0.0969788046716876,none,4654977.327000001,582.5414520073494,BC,1.0,5.409517297007841e-46,3.5917678673116925e-53,1.9541224437796374e-59,2.1077719358145966e-72,none,7.554355447845863e-41
53 0980,34.5,-118.12,1965,HWB15,other,conventional,ASK14,0.083467433234811,none,3248555.310000001,647.7705322265625,BC,1.0,0.0,0.0,1.1131822144547277e-48,1.101233329159206e-61,none,9.040584984414741e-43
53 0981,33.92333333,-118.28,1985,HWB15,other,seismic,ASK14,0.149459904379423,none,17674485.0282,322.5467700195325,CD,1.0,0.0,0.0,6.153592072086115e-32,1.5666258250496674e-42,none,2.7190392739702995e-25
53 0985,34.09166667,-118.2033333,1940,HWB3,other,conventional,ASK14,0.150152780505168,none,1351350.0,430.4661941816397,C,1.0,1.7228869647659862e-33,1.2941621448518561e-39,5.1176243395745126e-45,2.447854375159263e-56,none,6.984683890610554e-29
53 0986,34.10833333,-118.1833333,1940,HWB3,other,conventional,ASK14,0.150592936060994,none,1351350.0,426.2345014450687,C,1.0,2.055996912373591e-33,1.569648892021822e-39,6.289932714332279e-45,3.085913805053815e-56,none,8.335131251980896e-29
53 0996,34.33666667,-118.51,1955,HWB6,other,conventional,ASK14,0.60500515861761,none,1351350.0,334.6317126464837,CD,0.5519028985527936,0.44446625348648433,0.0034694021349520173,0.0001614364711619041,9.354608133072152e-09,none,18448.50621065007
53 0997,33.84166667,-118.1416667,1952,HWB5,other,conventional,ASK14,0.146992814549109,none,0.0,240.1335106308717,D,0.9999999998444353,1.5556392246788337e-10,7.588722099348976e-16,1.3273513070629534e-20,1.3009101328024902e-30,none,0.0
53 1004,34.50833333,-118.1133333,1965,HWB5,other,conventional,ASK14,0.0825819266751064,none,1351350.0,635.9483993713205,BC,1.0,2.235073526486351e-20,9.089985864104723e-28,4.396774905507814e-34,7.725907378738985e-47,none,9.061100812753666e-16
53 1005,34.51,-118.1116667,1965,HWB28,other,conventional,ASK14,0.0810782612329474,none,10322746.434,648.9290455537828,BC,1.0,1.036160644366045e-51,2.5442088732302194e-59,6.138016763298394e-66,1.399107389987724e-79,none,3.2088072891101633e-46
53 1008,33.99833333,-118.1766667,1957,HWB5,other,conventional,ASK14,0.168373883187001,none,1351350.0,287.9119770074469,CD,0.9999999901213243,9.878527999783764e-09,1.4769767565215072e-13,5.994107741088409e-18,2.595513577239861e-27,none,0.00040049643370058746
53 1010,34.02666667,-118.275,1956,HWB7,other,conventional,ASK14,0.195248615547592,none,12194171.5896,302.4684997558602,CD,1.0,3.7329467675773344e-17,5.703296782215768e-27,5.679175638554716e-35,1.1112197605211454e-47,none,1.3656058031167965e-11
53 1011,34.32333333,-118.495,1955,HWB6,other,conventional,ASK14,0.598265170227596,none,0.0,320.0527001953095,CD,0.5739677752756427,0.42296599119155215,0.002936242482329624,0.00012998429785625475,6.752619285705337e-09,none,0.0
53 1012,34.32333333,-118.4966667,1970,HWB3,other,conventional,ASK14,0.594358063792065,none,11191123.944,319.2087880537331,CD,0.9999998499562042,1.4982376167993652e-07,2.19602474605061e-10,4.316270523117519e-13,2.994162007782569e-19,none,0.050498704083742574
53 1013,34.33333333,-118.505,1955,HWB3,other,conventional,ASK14,0.581354874857466,none,2135187.054,335.775109863287,CD,0.9999999170574495,8.283469170883381e-08,1.0766712755729878e-10,1.916648111944868e-13,1.099625221267197e-19,none,0.005324520307606312
53 1015,33.89833333,-118.055,1955,HWB28,other,conventional,ASK14,0.131957991169836,none,7544913.376000001,267.1437603759529,D,1.0,5.7100105312451425e-37,2.095309740490896e-43,4.612307264224143e-49,7.198097483281136e-61,none,1.2924473097519092e-31
53 1021,34.07166667,-118.055,1956,HWB3,other,conventional,ASK14,0.158133535095661,none,1351350.0,289.5498925781256,CD,1.0,3.808559202473148e-32,3.8121902115887876e-38,1.9064174293746742e-43,1.4285620878203692e-54,none,1.5440130648256266e-27
53 1022,34.07166667,-118.0516667,1956,HWB28,other,conventional,ASK14,0.154421317669856,none,1426425.0,289.4050112144536,CD,1.0,9.28132268088826e-33,8.143937795640205e-39,3.6568602200093977e-44,2.2302870342162964e-55,none,3.9717425050293928e-28
53 1023,34.15,-118.1833333,1955,HWB3,other,conventional,ASK14,0.123460395834976,slight,1351350.0,591.6709137431856,BC,1.0,7.820574178739509e-39,1.9836203593158817e-45,3.2283747117340945e-51,2.8285281206382294e-63,none,3.1705020193950955e-34
53 1024,34.14166667,-118.1866667,1955,HWB3,other,conventional,ASK14,0.161197828087722,moderate,1351350.0,438.9016448063952,C,1.0,1.1795078883713084e-31,1.3131511422601653e-37,7.163767776049442e-43,6.339721217015823e-54,none,4.78179815130809e-27
